timeOpen;timeClose;timeHigh;timeLow;open;high;low;close;volume;marketCap;timestamp
"2022-12-31T00:00:00.000Z";"2022-12-31T23:59:59.999Z";"2022-12-31T15:23:00.000Z";"2022-12-31T00:21:00.000Z";0.8389684425;0.853501666;0.8352262088;0.8426884241;3001502.06;277156103.89;"2022-12-31T23:59:59.999Z"
"2022-12-30T00:00:00.000Z";"2022-12-30T23:59:59.999Z";"2022-12-30T04:22:00.000Z";"2022-12-30T15:12:00.000Z";0.860193073;0.864751879;0.8266428992;0.8390481756;3608615.07;275958843.95;"2022-12-30T23:59:59.999Z"
"2022-12-29T00:00:00.000Z";"2022-12-29T23:59:59.999Z";"2022-12-29T00:49:00.000Z";"2022-12-29T21:03:00.000Z";0.8857226476;0.8871175386;0.8430286751;0.8602311608;3766979.57;282925824.23;"2022-12-29T23:59:59.999Z"
"2022-12-28T00:00:00.000Z";"2022-12-28T23:59:59.999Z";"2022-12-28T00:20:00.000Z";"2022-12-28T10:44:00.000Z";0.9211619958;0.9257015248;0.8698420242;0.8860908765;4192949.85;291430958.35;"2022-12-28T23:59:59.999Z"
"2022-12-27T00:00:00.000Z";"2022-12-27T23:59:59.999Z";"2022-12-27T14:19:00.000Z";"2022-12-27T19:12:00.000Z";0.9311378574;0.9554017418;0.9164143458;0.9236676658;4574953.05;303789780.67;"2022-12-27T23:59:59.999Z"
"2022-12-26T00:00:00.000Z";"2022-12-26T23:59:59.999Z";"2022-12-26T15:10:00.000Z";"2022-12-26T00:01:00.000Z";0.8945671492;1.0111825828;0.8936523976;0.9306958402;7065306.21;306101312.88;"2022-12-26T23:59:59.999Z"
"2022-12-25T00:00:00.000Z";"2022-12-25T23:59:59.999Z";"2022-12-25T00:34:00.000Z";"2022-12-25T23:50:00.000Z";0.9244321852;0.9355165843;0.8943699316;0.894656646;2577834.83;294248198.07;"2022-12-25T23:59:59.999Z"
"2022-12-24T00:00:00.000Z";"2022-12-24T23:59:59.999Z";"2022-12-24T05:34:00.000Z";"2022-12-24T21:44:00.000Z";0.9575050529;0.9756714327;0.9210848028;0.9244326068;5055004.16;304041366.04;"2022-12-24T23:59:59.999Z"
"2022-12-23T00:00:00.000Z";"2022-12-23T23:59:59.999Z";"2022-12-23T13:19:00.000Z";"2022-12-23T05:54:00.000Z";1.0271327165;1.0382822479;0.948058351;0.9570063953;17088962.94;314754725.87;"2022-12-23T23:59:59.999Z"
"2022-12-22T00:00:00.000Z";"2022-12-22T23:59:59.999Z";"2022-12-22T19:07:00.000Z";"2022-12-22T16:08:00.000Z";0.8739733875;1.1271983252;0.8356250943;1.0271616025;22418556.51;337828430.63;"2022-12-22T23:59:59.999Z"
"2022-12-21T00:00:00.000Z";"2022-12-21T23:59:59.999Z";"2022-12-21T06:42:00.000Z";"2022-12-21T21:50:00.000Z";0.9381335402;0.9385860326;0.8608955166;0.8737040009;4393351.59;287356975.49;"2022-12-21T23:59:59.999Z"
"2022-12-20T00:00:00.000Z";"2022-12-20T23:59:59.999Z";"2022-12-20T03:12:00.000Z";"2022-12-20T17:13:00.000Z";0.9607436568;0.9882938126;0.8960777682;0.9381251964;4730871.02;308544791.83;"2022-12-20T23:59:59.999Z"
"2022-12-19T00:00:00.000Z";"2022-12-19T23:59:59.999Z";"2022-12-19T00:59:00.000Z";"2022-12-19T19:09:00.000Z";1.0408904574;1.0686917345;0.8804867646;0.9592794923;7124106.41;315502336.36;"2022-12-19T23:59:59.999Z"
"2022-12-18T00:00:00.000Z";"2022-12-18T23:59:59.999Z";"2022-12-18T02:25:00.000Z";"2022-12-18T19:01:00.000Z";1.0789250665;1.1175737215;1.0357607428;1.0404669102;4344783.94;342204481.27;"2022-12-18T23:59:59.999Z"
"2022-12-17T00:00:00.000Z";"2022-12-17T23:59:59.999Z";"2022-12-17T00:24:00.000Z";"2022-12-17T02:31:00.000Z";1.143107829;1.1657936029;1.0137668524;1.0791405987;12271452.76;354924068.41;"2022-12-17T23:59:59.999Z"
"2022-12-17T00:00:00.000Z";"2022-12-17T23:59:59.999Z";"2022-12-17T00:24:00.000Z";"2022-12-17T02:31:00.000Z";1.143107829;1.1657936029;1.0137668524;1.0791405987;12271452.76;354924068.41;"2022-12-17T23:59:59.999Z"
"2022-12-17T00:00:00.000Z";"2022-12-17T23:59:59.999Z";"2022-12-17T00:24:00.000Z";"2022-12-17T02:31:00.000Z";1.143107829;1.1657936029;1.0137668524;1.0791405987;12271452.76;354924068.41;"2022-12-17T23:59:59.999Z"
"2022-12-16T00:00:00.000Z";"2022-12-16T23:59:59.999Z";"2022-12-16T05:02:00.000Z";"2022-12-16T23:28:00.000Z";1.3565932199;1.3705690431;1.1368765235;1.1429204082;8129662.34;375900936.02;"2022-12-16T23:59:59.999Z"
"2022-12-15T00:00:00.000Z";"2022-12-15T23:59:59.999Z";"2022-12-15T13:18:00.000Z";"2022-12-15T02:00:00.000Z";1.3744390931;1.3842825899;1.3376532134;1.3567861143;5384789.3;446240321.45;"2022-12-15T23:59:59.999Z"
"2022-12-14T00:00:00.000Z";"2022-12-14T23:59:59.999Z";"2022-12-14T01:09:00.000Z";"2022-12-15T01:59:00.000Z";1.4050752725;1.4270987491;1.3379875306;1.3379875306;7566191.05;440057559.14;"2022-12-14T23:59:59.999Z"
"2022-12-13T00:00:00.000Z";"2022-12-13T23:59:59.999Z";"2022-12-13T00:25:00.000Z";"2022-12-13T07:38:00.000Z";1.4848001921;1.5124268277;1.3389541553;1.4053444443;12070048.5;462210918.83;"2022-12-13T23:59:59.999Z"
"2022-12-12T00:00:00.000Z";"2022-12-12T23:59:59.999Z";"2022-12-12T16:50:00.000Z";"2022-12-12T09:01:00.000Z";1.5217259177;1.5860997521;1.4683385832;1.483300937;12102267.8;487850428.26;"2022-12-12T23:59:59.999Z"
"2022-12-11T00:00:00.000Z";"2022-12-11T23:59:59.999Z";"2022-12-11T15:46:00.000Z";"2022-12-11T01:07:00.000Z";1.5160575796;1.65401978;1.4626622192;1.5234376095;18163156.26;501051183.67;"2022-12-11T23:59:59.999Z"
"2022-12-10T00:00:00.000Z";"2022-12-10T23:59:59.999Z";"2022-12-10T04:58:00.000Z";"2022-12-10T19:58:00.000Z";1.7009119826;1.8169682737;1.5118268071;1.5165560607;31771048.95;498787875.9;"2022-12-10T23:59:59.999Z"
"2022-12-09T00:00:00.000Z";"2022-12-09T23:59:59.999Z";"2022-12-09T09:44:00.000Z";"2022-12-09T05:09:00.000Z";1.3642614838;1.9050075;1.3278994704;1.7005398141;78262645.58;559299233.14;"2022-12-09T23:59:59.999Z"
"2022-12-08T00:00:00.000Z";"2022-12-08T23:59:59.999Z";"2022-12-08T03:53:00.000Z";"2022-12-08T12:44:00.000Z";1.3911805084;1.4171192092;1.3344372003;1.3638705689;6249265.6;448570363.92;"2022-12-08T23:59:59.999Z"
"2022-12-07T00:00:00.000Z";"2022-12-07T23:59:59.999Z";"2022-12-07T00:25:00.000Z";"2022-12-07T21:02:00.000Z";1.4547977732;1.4605631016;1.3717194592;1.3921072099;6244512.5;457857257.14;"2022-12-07T23:59:59.999Z"
"2022-12-06T00:00:00.000Z";"2022-12-06T23:59:59.999Z";"2022-12-06T23:25:00.000Z";"2022-12-06T13:37:00.000Z";1.3913730734;1.4741026095;1.3620714126;1.4546842287;10585396.47;478438532.77;"2022-12-06T23:59:59.999Z"
"2022-12-05T00:00:00.000Z";"2022-12-05T23:59:59.999Z";"2022-12-05T08:06:00.000Z";"2022-12-05T19:50:00.000Z";1.3874125659;1.5159864743;1.3591344815;1.3913086344;14118047.12;457594609.57;"2022-12-05T23:59:59.999Z"
"2022-12-04T00:00:00.000Z";"2022-12-04T23:59:59.999Z";"2022-12-04T19:07:00.000Z";"2022-12-04T00:00:00.000Z";1.3146526151;1.4659578212;1.3146526151;1.3872232372;12347355.65;456250942.4;"2022-12-04T23:59:59.999Z"
"2022-12-03T00:00:00.000Z";"2022-12-03T23:59:59.999Z";"2022-12-03T03:33:00.000Z";"2022-12-03T00:26:00.000Z";1.3067000654;1.3779177104;1.3008774421;1.3147019898;8027320.31;432399058.58;"2022-12-03T23:59:59.999Z"
